,contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
464,-7564569805639737618,Programação Reativa Funcional com RxJava,"Incrível, Skype se lembrou que o Linux existe!",StrictMode for Runtime Analysis on Android - Google Developers,"Fresco, sim! - Android Dev BR",Android Mobile Vision restores operation and adds Text API | Android Developers Blog,Android Developers Summer Reading List
465,2581138407738454418,10 Modern Software Over-Engineering Mistakes,"What do you mean by ""Event-Driven""?",The Broken Window Theory,Beyond Progressive Web Apps Part 2: We Need to Know What's New,Cloud Native Part 1: Definition,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests
466,2708089973817733462,You don't talk about refactoring club,The Business Case for Progressive Web Apps,Effective learning through code workshops | Box Blog,What Color is Your Function?,Building Flipkart Lite: A Progressive Web App,Anti-If: The missing patterns
467,8215778202715904841,How to Create an Exponential Mindset,The economic essentials of digital strategy,This startup uses machine learning and satellite imagery to predict crop yields,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,The new tech talent you need to succeed in digital
468,5293701842202310496,Can Accenture Take Over Advertising?,Meio&Mensagem,Two Different Sales Motions . . . .,Accenture amplia atuação no Brasil,The need to lead in data and analytics,7 Questions to Ask Before Your Next Digital Transformation
469,-3102652803014865472,Conselho da SABMiller aceita proposta de compra da AB InBev,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Meet the new Brazilian consumer
470,4151147085496712967,Kubernetes,Eclipse Foundation Releases Neon,Serverless Data Sync in Web Apps with Bit Torrent,Pull request first - Practical Blend,"Secret's founder returns with Bold, a Medium for enterprise",Watch Google's AI master the infamously difficult Atari game Montezuma's Revenge
471,-908052164352446106,IoT a favor do relacionamento médico-paciente,Como testar exceções em Java com o JUnit - Code a Test,Micro Profile JavaEE com Wildfly Swarm,Using behavioral data to improve customer satisfaction,Powering a more connected and collaborative enterprise,"Build your own scalable, location analysis platform with Google Cloud Platform and Maps APIs"
472,8912004903894879756,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Acesse a versão Material Design do YouTube | Google Discovery,How I sped up the initial render of my Polymer app by 86%,Aplicação de visão computacional com OpenCV,WebAssembly Browser Preview,DualShock 4 Repair
473,7087600436874507849,Workshop de Design Thinking - Unicamp,Most Interesting APIs in 2016: Cognitive Computing,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,"Docker - Build, Ship, and Run Any App, Anywhere",Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,Visa lança desafio para startups de tecnologia - Startupi
474,3170775058142440102,Criadas para casar,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,O homofóbico dentro de cada um,O chefe é gay. E daí?,#iLookLikeAnEngineer: One Year Later,A importância dos filmes de mulherzinha - Capitolina
475,-2740396993975951758,SOA com microserviços - Sensedia,Microservices: Real Architectural Patterns,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers,Building Spring Cloud Microservices That Strangle Legacy Systems
476,-8512461968928613053,Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,SOA com microserviços - Sensedia,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Who sponsors Drupal development? | Dries Buytaert,Google is quietly recording everything you say. Here's how to hear it
477,400125073514833994,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,Workplace diversity in Brazil: there's still a long way to go,As expectativas das mulheres da Geração Y são muitas,A minha viagem à Maternidade #tetodomundo,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Neural networks are inadvertently learning our language's hidden gender biases
478,-8243488279185272615,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Visa lança desafio para startups de tecnologia - Startupi,Bradesco vai lançar novo banco digital: o Next.,Itaú é pioneiro do blockchain,Goodbye accountants! Startup builds AI to automate all your accounting,Nubank pode fechar as portas se BC confirmar mudança amanhã
479,-5065077552540450930,Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro,Porto Seguro compra carteira de seguros Auto da Chubb,The new tech talent you need to succeed in digital,Transforming life insurance with design thinking,LPIC-OT DevOps Engineer | Linux Professional Institute,Liberty vai adotar telemetria e baratear seguro para bons motoristas
480,6643427232964983922,#iLookLikeAnEngineer: One Year Later,Promoting gender equality through emoji �� ��,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Criadas para casar,Empresa britânica adota licença remunerada no período menstrual
481,-6156751702010469220,The Broken Window Theory,Advanced Android Espresso,My favorite people and resources to learn Android programming from,Firebase Test Lab for Android,The Importance of Code Reviews,StrictMode for Runtime Analysis on Android - Google Developers
482,-6273159470243757969,This startup uses machine learning and satellite imagery to predict crop yields,"Build your own scalable, location analysis platform with Google Cloud Platform and Maps APIs","How to forecast demand with Google BigQuery, public datasets and TensorFlow | Google Cloud Big Data and Machine Learning Blog",Google Cloud Goes to the Farm,Google acquires deep search engine Kifi to enhance its Spaces group chat app,How to Create an Exponential Mindset
483,-8950763842769120954,Mobify report reveals impact of mobile website speed,Things you probably didn't know you could do with Chrome's Developer Console,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Mercado de Cosméticos no Brasil - Setor que não conhece crise!,"Don't Start Big, Start a Little Snowball"
484,6615662748793536194,Especial: O papel dos grandes provedores de TI na Rio 2016,Introducing JIRA Software for iPhone,"No Brasil, '25% dos celulares ainda são 'Burrofones'",Governo brasileiro cria manual para contratação de cloud,Organizing for digital acceleration: Making a two-speed IT operating model work,Assessing Salesforce's platform and ecosystem | ZDNet
485,-2554512494756911972,How enterprise architects can help ensure success with digital transformations,Nintendo has doubled in value since Pokémon Go's release,The Internet of Things is looking for its VisiCalc,Blaise Agüera y Arcas: How computers are learning to be creative,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Machine Learning Is Redefining The Enterprise In 2016
486,7526364197140419661,Digital Health Coaching,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The Internet of Things is looking for its VisiCalc,The barbell effect of machine learning.,A step-by-step guide to agile growth experiments,What Science Tells Us About Leadership Potential
487,-7722236679806608274,"Chrome 53 Beta: Shadow DOM, PaymentRequest, and Android autoplay",Tasting Dagger 2 on Android,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,StrictMode for Runtime Analysis on Android - Google Developers,The Importance of Code Reviews,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket
488,7612428320594238723,Why Is Learning Drupal Hard?,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone"
489,-78066964941874046,Microservices testing,Building Spring Cloud Microservices That Strangle Legacy Systems,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Microservices Architecture on Google App Engine,Top 5 Android Testing Frameworks with Examples,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways"
490,-9128741757954228992,Confirmed: Walmart buys Jet.com for $3B in cash,Nintendo has doubled in value since Pokémon Go's release,How enterprise architects can help ensure success with digital transformations,The Internet of Things is looking for its VisiCalc,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Two Different Sales Motions . . . .
491,-8159730897893673528,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",WeChat's competitor to Slack has arrived,WeChat's world,"How I built an app with 500,000 users in 5 days on a $100 server",Nintendo has doubled in value since Pokémon Go's release,Multi-Channel Marketing in 2015 - It's not rocket science.
492,-1634742667970363668,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Firebase and Google Cloud: better together,Micro Profile JavaEE com Wildfly Swarm,Microservices Architecture on Google App Engine,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
493,3472032465864014134,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,Netflix emociona com vídeo destacando personagens LGBT,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",The Genderbread Person v3 | It's Pronounced Metrosexual,Criadas para casar
494,-9189659052158407108,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,Clean Coder Blog,Pull request first - Practical Blend,Beyond Progressive Web Apps Part 1,"""Eat, sleep, code, repeat"" is such bullshit - Signal v. Noise",Most Interesting APIs in 2016: Cognitive Computing
495,1734266821019430183,WeChat's world,WeChat's competitor to Slack has arrived,"How I built an app with 500,000 users in 5 days on a $100 server","Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Multi-Channel Marketing in 2015 - It's not rocket science.,Acquia Engage Awards Finalists Announced
